City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Esterhazy,CA,50.65,-102.0843,16.65,84,10,11.41,clear sky
346,Ola,RU,59.5833,151.2833,7.74,91,100,8.93,overcast clouds
347,Le Port,RE,-20.9373,55.2919,78.8,74,74,3.4,broken clouds
348,Sechura,PE,-5.5569,-80.8222,75.15,66,96,4.09,overcast clouds
349,Salalah,OM,17.0151,54.0924,78.89,53,0,3.44,clear sky
350,Chapais,CA,49.7834,-74.8492,17.38,95,100,16.49,light snow
351,Blind River,CA,46.1834,-82.9582,39.45,99,100,7.65,light rain
352,Canala,NC,-21.5333,165.95,75.69,83,100,7.31,overcast clouds
353,Ndola,ZM,-12.9587,28.6366,79.66,29,94,5.21,overcast clouds
354,Connersville,US,39.6412,-85.1411,51.19,80,36,25.21,scattered clouds
355,Guerrero Negro,MX,27.9769,-114.0611,63.03,60,0,1.54,clear sky
356,Ugoofaaru,MV,5.6667,73.0,82.27,72,79,11.18,broken clouds
357,Kavieng,PG,-2.5744,150.7967,83.61,78,98,10.54,overcast clouds
358,Batesville,US,35.7698,-91.641,42.94,59,100,1.99,overcast clouds
359,Te Anau,NZ,-45.4167,167.7167,37.04,91,13,3.29,few clouds
360,Geeste,DE,52.6,7.2667,35.01,100,53,8.05,broken clouds
361,Jaguaruana,BR,-4.8339,-37.7811,95.09,34,39,15.41,scattered clouds
362,Porto Novo,BJ,6.4965,2.6036,84.43,66,66,9.73,broken clouds
363,Xining,CN,36.6167,101.7667,19.15,87,60,3.13,broken clouds
364,Quatre Cocos,MU,-20.2078,57.7625,79.09,75,100,15.64,light rain
365,Sakakah,SA,29.9697,40.2064,65.77,37,38,10.58,scattered clouds
366,Wajir,KE,1.7471,40.0573,86.2,29,5,9.08,clear sky
367,Rehoboth,NA,-23.3167,17.0833,83.46,21,98,9.37,overcast clouds
368,Lakes Entrance,AU,-37.8811,147.981,53.17,90,48,7.27,scattered clouds
369,Igatpuri,IN,19.7,73.55,70.07,55,30,4.97,scattered clouds
370,Rocha,UY,-34.4833,-54.3333,78.35,44,13,11.23,few clouds
371,Cuneo,IT,44.3973,7.5445,45.54,53,0,5.53,clear sky
372,Oriximina,BR,-1.7656,-55.8661,84.92,71,86,2.82,light rain
373,Shakawe,BW,-18.3667,21.85,79.84,51,91,2.89,light rain
374,Namie,JP,37.4833,141.0,43.77,78,94,5.91,overcast clouds
375,Goure,NE,13.9835,10.2704,83.01,11,6,9.78,clear sky
376,Sikasso,ML,10.9167,-7.0,93.56,11,77,2.17,broken clouds
377,Asau,RO,46.4333,26.4,41.95,81,97,3.22,overcast clouds
378,Manggar,ID,-2.8833,108.2667,79.5,84,100,6.53,overcast clouds
379,Joshimath,IN,30.5667,79.5667,38.44,31,0,9.73,clear sky
380,Sarkand,KZ,45.41,79.9186,26.74,56,5,8.77,clear sky
381,Havelock,US,34.8791,-76.9013,76.98,88,74,14.0,broken clouds
382,Nome,US,64.5011,-165.4064,-5.73,71,1,6.91,clear sky
383,Dongsheng,CN,39.8161,109.9776,16.74,65,3,8.3,clear sky
384,Rio Bueno,CL,-40.3167,-72.9667,60.12,69,67,10.13,broken clouds
385,Mecca,SA,21.4267,39.8261,76.32,70,67,4.99,broken clouds
386,Mattru,SL,7.6244,-11.8332,81.95,71,78,6.15,broken clouds
387,Sinop,TR,41.7711,34.8709,49.42,64,85,9.84,overcast clouds
388,Krasna,UA,48.5757,24.7003,28.04,99,100,1.32,overcast clouds
389,Kamaishi,JP,39.2667,141.8833,44.24,75,99,6.49,overcast clouds
390,Ixtapa,MX,20.7,-105.2,70.83,64,75,4.61,broken clouds
391,Mehamn,NO,71.0357,27.8492,31.33,89,95,12.15,overcast clouds
392,Ascension,US,30.2169,-90.9001,81.1,77,75,14.97,broken clouds
393,Atar,MR,20.5169,-13.0499,85.37,8,3,10.78,clear sky
394,Eydhafushi,MV,5.1033,73.0708,82.6,75,100,12.71,overcast clouds
395,Linares,CL,-35.85,-71.6,64.98,63,100,5.48,overcast clouds
396,Kahului,US,20.8947,-156.47,73.42,85,20,16.11,few clouds
397,Moerai,PF,-22.4333,-151.3333,77.9,77,99,3.91,light rain
398,Glace Bay,CA,46.1969,-59.957,39.78,91,90,1.99,overcast clouds
399,Alta Floresta,BR,-9.8756,-56.0861,81.66,85,100,4.16,overcast clouds
400,Kattivakkam,IN,13.2167,80.3167,83.07,83,12,13.29,few clouds
401,Talnakh,RU,69.4865,88.3972,-25.67,83,81,2.64,broken clouds
402,Viedma,AR,-40.8135,-62.9967,91.08,27,74,17.76,broken clouds
403,Kailua,US,21.4022,-157.7394,73.38,62,100,18.97,overcast clouds
404,Escanaba,US,45.7453,-87.0646,32.31,92,90,17.27,light snow
405,Formosa,AR,-26.1775,-58.1781,83.23,41,100,2.84,overcast clouds
406,Chara,RU,56.9064,118.2631,-18.06,76,96,2.44,overcast clouds
407,Eyl,SO,7.9803,49.8164,78.12,77,20,20.69,few clouds
408,Xichang,CN,27.8964,102.2634,46.29,83,84,5.68,broken clouds
409,Trelew,AR,-43.249,-65.3051,90.57,17,68,15.75,broken clouds
410,Altay,CN,47.8667,88.1167,13.17,51,0,7.67,clear sky
411,Hervey Bay,AU,-25.2986,152.8535,73.04,75,58,15.61,broken clouds
412,Pa Sang,TH,18.5262,98.9394,71.49,81,0,0.76,clear sky
413,Alegrete,BR,-29.7831,-55.7919,91.2,24,61,5.32,broken clouds
414,Axim,GH,4.8699,-2.2405,82.87,72,80,9.42,broken clouds
415,Vao,NC,-22.6667,167.4833,78.48,85,100,16.24,overcast clouds
416,Wilmington,US,34.2257,-77.9447,77.0,76,20,17.27,few clouds
417,Bressuire,FR,46.9167,-0.5,46.38,91,100,7.99,overcast clouds
418,Chenghai,CN,23.4632,116.768,60.71,94,3,4.47,clear sky
419,Hofn,IS,64.2539,-15.2082,42.71,83,70,21.61,broken clouds
420,Zumarraga,PH,11.6388,124.8417,78.96,87,93,7.09,overcast clouds
421,Konigs Wusterhausen,DE,52.3014,13.633,34.29,97,75,6.91,mist
422,Inhambane,MZ,-23.865,35.3833,82.38,78,20,9.22,few clouds
423,Fairbanks,US,64.8378,-147.7164,2.23,78,90,1.01,light snow
424,Simala,PH,9.9733,123.6165,80.46,87,86,10.0,overcast clouds
425,Matay,EG,28.419,30.7792,67.28,33,100,7.56,overcast clouds
426,Keti Bandar,PK,24.1447,67.4497,72.39,45,90,7.16,overcast clouds
427,Sabzevar,IR,36.2126,57.6819,48.18,42,0,3.47,clear sky
428,Suntar,RU,62.1444,117.6319,-20.27,96,62,5.86,broken clouds
429,Morlaix,FR,48.5833,-4.0,54.07,98,90,11.5,overcast clouds
430,Cherskiy,RU,68.75,161.3,-44.21,100,69,4.41,broken clouds
431,Iskateley,RU,67.6803,53.1512,17.74,95,100,16.24,snow
432,The Valley,AI,18.217,-63.0578,85.86,70,75,17.27,broken clouds
433,Sapa,PH,5.1544,120.3241,79.74,85,100,1.77,overcast clouds
434,Tazovskiy,RU,67.4667,78.7,-9.85,96,66,8.84,broken clouds
435,Boende,CD,-0.2167,20.8667,81.14,71,98,1.63,overcast clouds
436,Sharjah,AE,25.3573,55.4033,76.98,55,0,3.44,clear sky
437,Paracuru,BR,-3.41,-39.0306,87.82,57,74,14.81,broken clouds
438,Ormstown,CA,45.1334,-73.9992,44.74,88,100,7.94,overcast clouds
439,Uige,AO,-7.6087,15.0613,71.26,93,98,0.83,moderate rain
440,Jalingo,NG,8.8833,11.3667,86.9,16,57,5.32,broken clouds
441,San Jose,US,37.3394,-121.895,54.48,64,20,0.0,few clouds
442,Hornepayne,CA,49.2138,-84.7705,24.96,93,100,10.87,snow
443,Sobolevo,RU,54.4299,31.8996,29.17,89,100,14.36,overcast clouds
444,Ostersund,SE,63.1792,14.6357,31.6,100,90,11.5,light snow
445,Dickinson,US,29.4608,-95.0513,62.94,54,90,4.0,overcast clouds
446,Lumeje,AO,-11.55,20.7833,67.71,86,62,2.51,light rain
447,Half Moon Bay,US,37.4636,-122.4286,53.91,83,1,0.0,clear sky
448,Moose Factory,CA,51.2585,-80.6094,24.8,86,90,8.05,light snow
449,Baherden,TM,38.4362,57.4316,51.82,68,2,4.36,clear sky
450,Donghai,CN,22.9459,115.642,62.42,85,2,5.46,clear sky
451,Wanaka,NZ,-44.7,169.15,49.1,71,100,7.0,overcast clouds
452,Itarema,BR,-2.9248,-39.9167,88.54,54,26,16.98,scattered clouds
453,San Ramon,US,37.7799,-121.978,52.39,69,1,0.0,clear sky
454,Chernyshevskiy,RU,63.0128,112.4714,-40.36,100,70,1.03,broken clouds
455,Kiruna,SE,67.8557,20.2251,11.32,92,90,2.3,overcast clouds
456,Sincai,RO,46.65,24.3833,38.35,93,100,3.71,overcast clouds
457,Loei,TH,17.4167,101.5,58.71,80,30,1.61,scattered clouds
458,Kamina,CD,-8.7386,24.9906,68.29,93,69,4.7,light rain
459,Taoudenni,ML,22.6783,-3.9836,75.92,13,68,10.13,broken clouds
460,Plessisville,CA,46.2186,-71.762,31.89,93,100,6.2,overcast clouds
461,Batagay-Alyta,RU,67.8006,130.4114,-19.44,99,100,1.36,overcast clouds
462,Gainesville,US,29.6516,-82.3248,80.08,70,1,8.05,clear sky
463,Yumen,CN,40.2833,97.2,22.17,50,0,6.44,clear sky
464,Doha,QA,25.2867,51.5333,70.11,66,0,12.66,clear sky
465,Tabou,CI,4.423,-7.3528,83.3,71,85,9.31,overcast clouds
466,Turukhansk,RU,65.8167,87.9833,-2.42,88,99,11.41,overcast clouds
467,El Dovio,CO,4.5079,-76.2362,70.48,94,100,3.87,heavy intensity rain
468,San Juan,AR,-31.5375,-68.5364,91.69,20,0,6.49,clear sky
469,Karlshamn,SE,56.1706,14.8619,34.29,95,100,4.05,light rain
470,Eureka,US,40.8021,-124.1637,52.57,69,94,8.99,overcast clouds
471,Lasa,IT,46.6166,10.7002,37.31,94,39,8.57,scattered clouds
472,North Bend,US,43.4065,-124.2243,50.86,97,100,3.0,overcast clouds
473,Batemans Bay,AU,-35.7167,150.1833,57.09,92,34,5.82,scattered clouds
474,Kokoda,PG,-8.8785,147.7407,75.47,94,99,3.53,overcast clouds
475,Neiafu,TO,-18.65,-173.9833,79.48,89,40,6.91,light rain
476,Whitecourt,CA,54.1502,-115.6855,22.24,63,75,6.91,broken clouds
477,Beaufort,MY,5.3473,115.7455,77.16,96,100,2.26,overcast clouds
478,Jammu,IN,32.7333,74.8667,57.51,29,10,4.12,clear sky
479,Wattegama,LK,6.7989,81.4808,74.61,87,53,5.08,broken clouds
480,Namanga,KE,-2.5433,36.7905,68.09,79,80,11.68,broken clouds
481,Stornoway,GB,58.2093,-6.3865,47.03,90,90,5.01,overcast clouds
482,Kerrville,US,30.0474,-99.1403,54.63,35,1,7.0,clear sky
483,Shuyskoye,RU,59.3736,41.0305,5.05,94,85,5.01,overcast clouds
484,Port Macquarie,AU,-31.4333,152.9167,62.56,76,71,7.83,broken clouds
485,Port Hedland,AU,-20.3167,118.5667,80.65,83,20,3.44,few clouds
486,Muncar,ID,-8.4333,114.3333,78.13,85,100,5.61,overcast clouds
487,Orlik,RU,52.5178,99.825,-8.95,92,91,3.36,overcast clouds
488,Deskati,GR,39.9225,21.8028,40.87,98,100,5.5,overcast clouds
489,Auki,SB,-8.7676,160.7034,78.42,89,100,4.61,heavy intensity rain
490,Kavaratti,IN,10.5669,72.642,81.61,68,1,4.56,clear sky
491,Tanabe,JP,33.7333,135.3667,52.43,74,94,3.76,overcast clouds
492,Gimli,CA,50.6336,-96.9907,18.43,79,68,6.91,broken clouds
493,Zyryanka,RU,65.75,150.85,-46.82,96,85,3.31,overcast clouds
494,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,85.69,72,99,2.98,overcast clouds
495,High Level,CA,58.5169,-117.136,10.51,92,90,3.44,overcast clouds
496,Egersund,NO,58.4513,5.9997,41.13,81,68,8.84,broken clouds
497,Acapulco,MX,16.8634,-99.8901,84.02,74,20,4.61,few clouds
498,Terrace Bay,CA,48.7834,-87.1,27.1,80,100,10.2,overcast clouds
499,Dieppe,FR,49.75,1.1667,45.19,90,100,8.63,light rain
500,Igarka,RU,67.4667,86.5833,-8.93,96,98,8.61,overcast clouds
501,Luena,AO,-11.7833,19.9167,70.43,76,100,0.63,light rain
502,Rodeo,US,38.033,-122.2669,51.24,75,1,4.61,clear sky
503,Memmingen,DE,47.9837,10.1853,36.77,82,90,6.91,overcast clouds
504,Kudahuvadhoo,MV,2.6708,72.8944,81.88,75,34,8.08,scattered clouds
505,Guaruja,BR,-23.9931,-46.2564,96.4,54,0,5.75,clear sky
506,Saint-Ambroise,CA,48.5501,-71.3324,25.29,93,100,12.66,snow
507,Korostyshiv,UA,50.3172,29.0563,45.12,94,100,8.88,overcast clouds
508,Hudson Bay,CA,52.85,-102.3842,13.89,86,30,5.17,scattered clouds
509,Tambura,SS,5.6,27.4667,85.62,26,34,4.79,scattered clouds
510,Vangaindrano,MG,-23.35,47.6,76.68,84,87,6.29,light rain
511,Kununurra,AU,-15.7667,128.7333,80.58,83,88,3.44,overcast clouds
512,Imeni Poliny Osipenko,RU,52.4201,136.4853,13.51,95,100,8.08,light snow
513,Clyde River,CA,70.4692,-68.5914,-17.27,96,34,4.52,scattered clouds
514,Kawalu,ID,-7.3817,108.2082,72.88,96,93,1.36,overcast clouds
515,Kiama,AU,-34.6833,150.8667,61.38,87,92,3.0,overcast clouds
516,Dawson,US,31.7735,-84.4466,74.64,74,98,16.4,overcast clouds
517,Kurchum,KZ,48.5722,83.6542,-5.71,83,3,3.31,clear sky
518,Marang,MY,5.2056,103.2059,82.31,84,90,7.31,overcast clouds
519,Laguna,US,38.421,-121.4238,52.09,88,1,0.0,clear sky
520,Atlantic City,US,39.3643,-74.4229,62.02,100,90,12.66,mist
521,Nizhnekamsk,RU,55.6366,51.8245,7.59,84,0,8.95,clear sky
522,Praia Da Vitoria,PT,38.7333,-27.0667,66.76,94,75,22.12,broken clouds
523,Coquimbo,CL,-29.9533,-71.3436,67.73,59,40,10.36,scattered clouds
524,Bintulu,MY,3.1667,113.0333,77.41,100,40,5.01,light rain
525,Cairns,AU,-16.9167,145.7667,78.06,96,99,0.0,overcast clouds
526,Sambava,MG,-14.2667,50.1667,77.65,72,38,11.65,scattered clouds
527,Nuuk,GL,64.1835,-51.7216,27.21,74,75,8.05,broken clouds
528,Pacific Grove,US,36.6177,-121.9166,53.56,70,1,0.0,clear sky
529,Saint-Avertin,FR,47.3636,0.7399,44.78,85,0,4.61,clear sky
530,Pitimbu,BR,-7.4706,-34.8086,88.39,61,13,11.79,few clouds
531,Bom Jardim,BR,-7.7958,-35.5872,89.94,42,26,15.43,scattered clouds
532,Coihaique,CL,-45.5752,-72.0662,57.81,58,75,4.61,broken clouds
533,Baneasa,RO,44.0461,26.0642,46.74,74,100,16.71,light rain
534,Cervo,ES,43.6702,-7.4101,57.96,84,63,5.44,broken clouds
535,Rennes,FR,48.1667,-1.6667,50.32,93,90,5.75,overcast clouds
536,Sungaipenuh,ID,-2.0833,101.3833,65.48,98,100,2.37,overcast clouds
537,Bathurst,AU,-33.4166,149.5806,51.82,89,12,3.09,few clouds
538,Hammerfest,NO,70.6634,23.6821,32.45,80,90,8.05,overcast clouds
539,Bam,IR,29.106,58.357,55.65,21,49,3.22,scattered clouds
540,Jackson,US,42.4165,-122.8345,46.0,85,90,0.0,overcast clouds
541,Leshukonskoye,RU,64.8989,45.7622,14.23,82,91,10.51,overcast clouds
542,Shimanovsk,RU,52.0,127.7,7.77,94,100,5.44,overcast clouds
543,Bosaso,SO,11.2842,49.1816,77.9,74,11,13.89,few clouds
544,Kupang,ID,-10.1667,123.5833,80.31,85,98,2.68,overcast clouds
545,Saint-Junien,FR,45.8833,0.9,45.54,96,94,2.08,overcast clouds
546,Kautokeino,NO,69.0125,23.0412,-5.06,100,100,2.21,overcast clouds
547,Rio Novo,BR,-21.4575,-43.1253,86.85,63,74,5.44,broken clouds
548,Caarapo,BR,-22.6342,-54.8222,98.2,18,93,5.95,overcast clouds
549,Moses Lake,US,47.1301,-119.2781,50.61,53,1,21.85,clear sky
550,Belaya Gora,RU,68.5333,146.4167,-45.11,92,97,1.14,overcast clouds
551,Koumac,NC,-20.5667,164.2833,80.71,77,100,3.31,overcast clouds
552,Williamsburg,US,37.2707,-76.7075,68.77,89,90,1.99,overcast clouds
553,Muroto,JP,33.2833,134.15,59.49,69,17,4.54,few clouds
554,Vung Tau,VN,10.346,107.0843,77.77,77,73,2.42,broken clouds
555,Makkaveyevo,RU,51.7533,113.9454,0.59,79,9,8.88,clear sky
556,Constitucion,CL,-35.3333,-72.4167,60.57,73,96,4.79,overcast clouds
557,Benalla,AU,-36.55,145.9833,52.86,77,0,6.82,clear sky
558,Westport,US,41.1415,-73.3579,58.75,97,90,1.99,overcast clouds
559,Manta,EC,-0.95,-80.7333,74.98,88,90,2.3,light rain
560,Manono,CD,-7.3,27.4167,74.93,77,83,3.38,broken clouds
561,Ariquemes,BR,-9.9133,-63.0408,82.58,83,93,5.73,overcast clouds
562,Nizhnevartovsk,RU,60.9344,76.5531,6.82,85,90,8.95,light snow
563,Bilibino,RU,68.0546,166.4372,-40.97,100,56,3.06,broken clouds
564,Omboue,GA,-1.5746,9.2618,78.26,87,100,1.81,moderate rain
565,Souillac,MU,-20.5167,57.5167,79.36,78,40,12.66,scattered clouds
566,Punto Fijo,VE,11.6956,-70.1996,83.7,60,97,17.25,overcast clouds
567,Santa Maria,BR,-29.6842,-53.8069,85.3,35,0,3.44,clear sky
568,Lexington,US,37.9887,-84.4777,62.6,82,20,20.71,light rain
569,Primorsk,UA,46.7348,36.3443,43.27,80,85,15.37,overcast clouds
570,Bambanglipuro,ID,-7.95,110.2833,66.6,87,100,4.68,overcast clouds
571,Nioro,GM,13.35,-15.75,96.21,17,100,1.25,overcast clouds
572,Evensk,RU,61.95,159.2333,-13.81,74,3,8.25,clear sky
573,Sur,OM,22.5667,59.5289,71.38,59,38,4.14,scattered clouds
574,Nanchang,CN,28.6833,115.8833,55.83,63,65,13.13,broken clouds
575,Baoqing,CN,46.3317,132.2111,20.62,90,99,4.23,overcast clouds
576,Nyurba,RU,63.2842,118.3319,-26.12,100,98,4.07,overcast clouds
577,Muzaffarabad,PK,34.37,73.4711,48.79,37,0,6.46,clear sky
578,Cap Malheureux,MU,-19.9842,57.6142,79.47,69,100,8.99,light rain
579,Mogocha,RU,53.7333,119.7667,-7.87,96,79,4.36,broken clouds
580,Sirnak,TR,37.5228,42.4594,41.13,41,79,1.52,broken clouds
581,Alice Springs,AU,-23.7,133.8833,65.75,45,0,4.61,clear sky
582,Halifax,CA,44.6453,-63.5724,47.21,94,99,3.0,overcast clouds
583,Polyarnyy,RU,69.1989,33.4478,23.47,90,95,10.58,overcast clouds
584,Fort Nelson,CA,58.8053,-122.7002,-0.81,85,75,0.0,broken clouds
585,Sukhodol,RU,53.9006,51.2117,16.16,83,4,9.31,clear sky
586,Carutapera,BR,-1.195,-46.02,86.72,63,98,10.38,overcast clouds
587,Marsabit,KE,2.3284,37.9899,70.61,39,12,8.59,few clouds
588,Revelstoke,CA,50.9832,-118.2023,35.62,87,90,9.22,overcast clouds
589,Mooresville,US,35.5849,-80.8101,68.95,91,100,1.01,overcast clouds
590,Yaan,NG,7.3833,8.5667,89.17,16,64,4.68,broken clouds
591,Iquitos,PE,-3.7481,-73.2472,86.04,74,75,3.44,broken clouds
592,Ancud,CL,-41.8697,-73.8203,60.33,78,54,20.0,light rain
593,Codajas,BR,-3.8367,-62.0569,84.97,82,98,3.49,overcast clouds
594,Itamaraca,BR,-7.7478,-34.8256,88.48,63,32,10.74,scattered clouds
595,Dukat,RU,62.55,155.55,-19.8,100,85,0.63,overcast clouds
596,Durazno,UY,-33.4131,-56.5006,87.58,28,1,2.75,clear sky
597,Nishihara,JP,26.1842,127.7558,67.28,68,20,4.61,few clouds
598,Del Rio,US,29.3627,-100.8968,60.24,27,1,13.8,clear sky
599,Dakoro,NE,14.5106,6.765,81.07,12,39,9.73,scattered clouds
600,Mtwara,TZ,-10.2667,40.1833,79.9,80,64,11.05,broken clouds
601,Rzhev,RU,56.2624,34.3282,15.08,87,100,9.48,overcast clouds
602,Noumea,NC,-22.2763,166.4572,76.98,83,100,8.12,overcast clouds
603,Verkhnyaya Inta,RU,65.9811,60.3094,15.57,89,100,19.44,overcast clouds
604,Kyaikkami,MM,16.08,97.5675,77.34,69,0,7.07,clear sky
605,Moyobamba,PE,-6.05,-76.9667,78.91,77,91,4.18,overcast clouds
606,Polessk,RU,54.862,21.1028,30.25,89,99,3.04,overcast clouds
607,Sena Madureira,BR,-9.0656,-68.6569,80.8,87,100,3.85,overcast clouds
608,Anderson,US,34.5334,-82.6499,68.25,97,90,1.01,overcast clouds
609,Ca Mau,VN,9.1769,105.15,75.36,79,97,1.86,overcast clouds
610,Awjilah,LY,29.1081,21.2869,62.26,41,64,7.78,broken clouds
611,Baykit,RU,61.67,96.37,4.21,98,100,1.92,light snow
612,Alenquer,BR,-1.9417,-54.7383,86.34,53,99,5.01,overcast clouds
613,West Bay,KY,19.3667,-81.4167,85.05,73,40,5.01,scattered clouds
614,Brae,GB,60.3964,-1.353,46.31,85,100,23.78,overcast clouds
615,Koboko,UG,3.4136,30.9599,76.55,38,70,0.25,broken clouds
616,Zalegoshch,RU,52.9008,36.8869,27.81,82,100,13.22,overcast clouds
617,Mvangue,CM,2.9667,11.5167,77.36,50,94,2.1,overcast clouds
618,Prince Rupert,CA,54.3161,-130.3201,37.09,75,90,10.36,light rain
619,Cabadiangan,PH,9.7531,122.4739,77.38,91,95,6.17,overcast clouds
620,Menongue,AO,-14.6585,17.691,67.59,87,85,2.1,light rain
621,Dubbo,AU,-32.25,148.6167,57.33,77,59,10.36,broken clouds
622,Kijang,KR,35.2442,129.2139,47.93,60,99,5.53,overcast clouds
623,Nacala,MZ,-14.5428,40.6728,80.98,75,79,11.68,broken clouds
624,Samoded,RU,63.6083,40.5111,12.0,84,66,7.2,broken clouds
625,Ambanja,MG,-13.6833,48.45,77.49,83,93,4.29,moderate rain
626,Clearwater,US,27.9659,-82.8001,82.26,73,1,4.0,clear sky
627,Pochutla,MX,15.7432,-96.4661,87.82,52,30,5.73,scattered clouds
628,Gboko,NG,7.3179,8.9951,90.23,15,62,6.38,broken clouds
629,Marsa Matruh,EG,31.3525,27.2453,64.2,50,5,6.55,clear sky
630,Huangmei,CN,30.1924,116.025,53.29,79,100,2.89,overcast clouds
631,Matadi,CD,-5.8167,13.45,81.52,86,85,3.91,moderate rain
632,Churapcha,RU,62.0025,132.4325,-20.15,100,98,2.44,overcast clouds
633,Charters Towers,AU,-20.1,146.2667,76.91,74,40,9.17,scattered clouds
634,Andenes,NO,69.3143,16.1194,25.07,93,77,6.91,broken clouds
635,Vengerovo,RU,55.6848,76.7471,7.07,95,100,6.17,overcast clouds
636,Aswan,EG,24.0934,32.907,77.58,34,100,6.93,overcast clouds
637,Isilkul,RU,54.9109,71.2728,6.69,93,100,7.94,overcast clouds
638,Chhuikhadan,IN,21.5333,80.9833,64.58,41,0,5.99,clear sky
639,Sorland,NO,67.667,12.6934,38.8,68,100,16.82,overcast clouds
640,Okha,RU,53.5739,142.9478,25.84,97,100,5.66,light snow
641,Huaihua,CN,27.5494,109.9592,47.82,93,100,5.32,overcast clouds
642,Derzhavinsk,KZ,51.1,66.3167,16.79,89,100,6.98,overcast clouds
643,Chegdomyn,RU,51.1167,133.0167,8.15,98,100,0.94,overcast clouds
644,Dong Hoi,VN,17.4833,106.6,69.4,87,63,7.0,broken clouds
645,Lae,PG,-6.7221,146.9847,76.75,89,86,6.64,overcast clouds
646,Zharkent,KZ,44.1628,80.0,27.57,33,6,2.01,clear sky
647,Sitrah,BH,26.1547,50.6206,69.8,64,0,7.0,clear sky
648,Sorong,ID,-0.8833,131.25,82.02,77,72,4.74,broken clouds
649,Ponta Delgada,PT,37.7333,-25.6667,70.5,77,40,14.97,scattered clouds
650,Mandurah,AU,-32.55,115.7,65.21,78,6,15.41,clear sky
651,Puerto Del Rosario,ES,28.5004,-13.8627,67.75,64,40,16.11,scattered clouds
652,Nouakchott,MR,18.0858,-15.9785,93.13,23,85,10.6,overcast clouds
653,Namibe,AO,-15.1961,12.1522,73.18,73,84,12.91,broken clouds
654,Kieta,PG,-6.2167,155.6333,80.13,81,76,3.0,broken clouds
655,Deqing,CN,30.5448,119.9599,55.36,81,85,2.46,overcast clouds
656,Otradnoye,RU,59.7775,30.8181,24.85,92,100,9.98,overcast clouds
657,Vestmannaeyjar,IS,63.4427,-20.2734,43.79,87,75,28.77,broken clouds
658,Mandalgovi,MN,45.7625,106.2708,6.75,56,0,8.1,clear sky
659,Kloulklubed,PW,7.0419,134.2556,79.3,77,38,12.08,scattered clouds
660,Centralia,US,46.7162,-122.9543,47.25,84,90,6.91,mist
661,Puerto Leguizamo,CO,-0.1934,-74.7819,91.47,40,71,6.8,broken clouds
662,Shahr-E Babak,IR,30.1165,55.1186,48.02,25,18,2.75,few clouds
663,Campobasso,IT,41.6333,14.5833,47.17,96,100,5.48,overcast clouds
664,Katiola,CI,8.1333,-5.1,94.21,17,95,5.1,overcast clouds
665,Valencia,ES,39.3333,-0.8333,64.47,60,4,7.14,clear sky
666,Algiers,DZ,36.7525,3.042,57.02,72,40,4.61,scattered clouds
667,Swift Current,CA,50.2834,-107.8014,27.41,68,1,26.46,clear sky
668,Monroe,US,43.1501,-77.6831,66.33,77,90,19.57,overcast clouds
669,Penugonda,IN,16.6667,81.7333,79.18,87,1,5.91,clear sky
670,Dagua,CO,3.6569,-76.6886,70.3,94,100,2.55,heavy intensity rain
671,Opuwo,NA,-18.0607,13.84,78.01,50,99,7.56,light rain
672,Cacu,BR,-18.5567,-51.1308,92.28,34,12,3.42,few clouds
673,Ajdabiya,LY,30.7554,20.2263,61.9,34,0,10.58,clear sky
674,Rapid Valley,US,44.0625,-103.1463,37.56,60,4,1.01,light snow
675,Mwinilunga,ZM,-11.7358,24.4293,73.11,59,63,4.94,broken clouds
676,Balkhash,KZ,46.844,74.9804,24.44,70,100,9.26,overcast clouds
677,Srednekolymsk,RU,67.45,153.6833,-49.11,100,59,2.06,broken clouds
678,Terrace,CA,54.5163,-128.6035,33.42,100,90,11.5,light snow
679,Labuan,MY,5.2767,115.2417,77.36,94,20,1.99,few clouds
680,Prainha,BR,-1.8,-53.48,89.15,56,90,5.06,overcast clouds
