City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Honningsvag,NO,2021-12-10 02:45:51,70.9821,25.9704,26.42,79,14,24.52
296,Monywa,MM,2021-12-10 02:45:52,22.1167,95.1333,77.16,67,8,4.43
297,Luau,AO,2021-12-10 02:45:53,-10.7073,22.2247,62.37,96,81,1.92
298,Dwarka,IN,2021-12-10 02:45:20,22.2394,68.9678,72.7,52,2,14.7
299,Laguna,US,2021-12-10 02:45:53,38.421,-121.4238,51.48,82,1,1.01
300,Liverpool,GB,2021-12-10 02:45:57,53.4106,-2.9779,44.82,78,20,11.01
301,Shishou,CN,2021-12-10 02:45:58,29.7226,112.419,58.84,44,85,4.52
302,Zharkent,KZ,2021-12-10 02:45:58,44.1628,80.0,25.27,38,0,3.87
303,Machhlishahr,IN,2021-12-10 02:45:58,25.6833,82.4167,60.75,41,24,4.56
304,Morondava,MG,2021-12-10 02:45:59,-20.2833,44.2833,79.56,82,23,6.11
305,Dunedin,NZ,2021-12-10 02:45:59,-45.8742,170.5036,60.8,60,70,1.99
306,Moron,AR,2021-12-10 02:43:13,-34.6534,-58.6198,73.96,86,100,5.99
307,Avera,US,2021-12-10 02:45:09,33.194,-82.5271,51.46,85,17,4.88
308,Leeton,AU,2021-12-10 02:46:01,-34.5667,146.4,76.89,40,90,11.5
309,Itoman,JP,2021-12-10 02:46:02,26.1247,127.6694,75.22,51,20,10.36
310,Pangody,RU,2021-12-10 02:46:04,65.85,74.4859,1.29,98,100,7.83
311,Borzya,RU,2021-12-10 02:46:07,50.3833,116.5167,11.57,80,100,2.73
312,Namtsy,RU,2021-12-10 02:46:12,62.7161,129.6658,-11.09,98,100,2.77
313,Kyaikkami,MM,2021-12-10 02:46:13,16.08,97.5675,78.28,66,32,7.96
314,Sovetskiy,RU,2021-12-10 02:46:13,61.3614,63.5842,25.68,97,100,7.76
315,San Vicente,AR,2021-12-10 02:42:28,-26.6167,-54.1333,62.67,53,0,3.2
316,Norman Wells,CA,2021-12-10 02:46:15,65.282,-126.8329,-7.56,84,40,2.3
317,Buraydah,SA,2021-12-10 02:46:17,26.326,43.975,52.25,41,5,8.68
318,Arkhangelsk,RU,2021-12-10 02:46:18,64.5401,40.5433,-2.09,84,20,0.0
319,Petropavlovsk-Kamchatskiy,RU,2021-12-10 02:46:20,53.0452,158.6483,19.99,93,90,6.71
320,Zyryanka,RU,2021-12-10 02:46:21,65.75,150.85,-45.29,97,69,5.48
321,Sept-Iles,CA,2021-12-10 02:46:21,50.2001,-66.3821,5.52,66,1,10.36
322,Grand Gaube,MU,2021-12-10 02:46:22,-20.0064,57.6608,76.37,75,56,3.0
323,Richards Bay,ZA,2021-12-10 02:47:23,-28.783,32.0377,71.4,95,37,4.25
324,Port Blair,IN,2021-12-10 02:47:26,11.6667,92.75,81.91,66,30,14.45
325,San Jose,US,2021-12-10 02:45:22,37.3394,-121.895,52.77,78,20,4.61
326,Masterton,NZ,2021-12-10 02:47:27,-40.9597,175.6575,74.97,60,100,0.94
327,Tygda,RU,2021-12-10 02:47:28,53.1167,126.3333,15.28,55,43,5.17
328,Turukhansk,RU,2021-12-10 02:47:28,65.8167,87.9833,-30.03,100,93,1.21
329,Sturgeon Bay,US,2021-12-10 02:47:31,44.8342,-87.377,35.96,80,90,9.22
330,Mount Isa,AU,2021-12-10 02:47:32,-20.7333,139.5,89.37,10,3,10.36
331,Blagoveshchensk,RU,2021-12-10 02:47:47,50.2667,127.5333,14.61,79,20,6.71
332,Talnakh,RU,2021-12-10 02:46:27,69.4865,88.3972,-27.51,100,72,4.61
333,Beloomut,RU,2021-12-10 02:47:48,54.9448,39.3394,3.88,95,6,5.75
334,Uchiza,PE,2021-12-10 02:47:50,-8.4592,-76.4633,71.46,98,100,2.35
335,Lata,PT,2021-12-10 02:47:54,40.1629,-8.3327,54.81,97,100,4.74
336,Sangar,RU,2021-12-10 02:47:54,63.9242,127.4739,-11.47,96,100,7.61
337,Salalah,OM,2021-12-10 02:44:14,17.0151,54.0924,78.89,50,75,10.36
338,Green River,US,2021-12-10 02:47:55,41.5286,-109.4662,28.98,70,100,1.99
339,Dicabisagan,PH,2021-12-10 02:47:55,17.0818,122.4157,74.44,86,94,8.66
340,Roma,US,2021-12-10 02:47:56,43.2128,-75.4557,32.85,81,75,9.22
341,Fairbanks,US,2021-12-10 02:47:58,64.8378,-147.7164,16.3,87,40,8.05
342,Vysha,RU,2021-12-10 02:47:58,53.8477,42.3777,21.54,88,84,7.14
343,Nenjiang,CN,2021-12-10 02:48:00,49.1833,125.2167,19.6,83,100,10.02
344,Cocentaina,ES,2021-12-10 02:48:01,38.7398,-0.4398,56.59,66,63,19.51
345,Peniche,PT,2021-12-10 02:48:01,39.3558,-9.3811,56.68,83,100,15.55
346,Banda Aceh,ID,2021-12-10 02:48:02,5.5577,95.3222,83.16,71,89,13.24
347,Galle,LK,2021-12-10 02:46:12,6.0367,80.217,78.96,73,100,5.46
348,Panzhihua,CN,2021-12-10 02:48:03,26.5851,101.7128,63.16,60,0,0.54
349,Muswellbrook,AU,2021-12-10 02:45:15,-32.2667,150.9,72.03,38,9,12.86
350,Hun,LY,2021-12-10 02:48:07,29.1268,15.9477,48.11,37,0,7.09
351,Moose Jaw,CA,2021-12-10 02:47:47,50.4001,-105.5344,17.85,73,5,16.11
352,Holme,DK,2021-12-10 02:48:09,56.1138,10.1725,36.64,92,100,9.91
353,Glyadyanskoye,RU,2021-12-10 02:48:16,54.9075,65.0883,9.01,78,56,9.73
354,Brae,GB,2021-12-10 02:48:17,60.3964,-1.353,44.51,78,100,20.6
355,Sur,OM,2021-12-10 02:48:23,22.5667,59.5289,70.59,48,1,3.15
356,Kafue,ZM,2021-12-10 02:48:27,-15.7691,28.1814,72.88,48,34,4.9
357,Kahului,US,2021-12-10 02:47:33,20.8947,-156.47,80.62,77,40,24.16
358,Ngaoundere,CM,2021-12-10 02:48:33,7.3167,13.5833,63.72,27,14,3.71
359,Kairana,IN,2021-12-10 02:44:15,29.4,77.2,58.91,49,0,2.68
360,Svetlyy,RU,2021-12-10 02:48:37,54.675,20.1347,30.25,96,100,15.32
361,Humberto De Campos,BR,2021-12-10 02:48:40,-2.5983,-43.4611,76.42,92,78,4.03
362,Guerrero Negro,MX,2021-12-10 02:48:45,27.9769,-114.0611,63.63,77,100,5.06
363,Vao,NC,2021-12-10 02:48:46,-22.6667,167.4833,79.38,80,7,12.28
364,Chapais,CA,2021-12-10 02:46:29,49.7834,-74.8492,-4.22,98,100,5.53
365,At-Bashi,KG,2021-12-10 02:48:46,41.1702,75.8106,6.37,68,5,1.39
366,Shubarkuduk,KZ,2021-12-10 02:48:47,49.1447,56.4872,31.68,42,100,19.62
367,Turinsk,RU,2021-12-10 02:48:53,58.0458,63.696,20.8,75,100,10.36
368,Saint-Augustin,CA,2021-12-10 02:48:55,51.226,-58.6502,16.88,56,100,20.98
369,Sakakah,SA,2021-12-10 02:50:12,29.9697,40.2064,45.97,57,27,5.84
370,Mapiripan,CO,2021-12-10 02:50:15,2.8892,-72.1256,75.9,81,100,4.59
371,Ust-Kuyga,RU,2021-12-10 02:50:16,70.0167,135.6,-32.51,99,100,6.29
372,Saquena,PE,2021-12-10 02:50:16,-4.6667,-73.5167,74.68,96,100,2.86
373,Sorland,NO,2021-12-10 02:50:17,67.667,12.6934,35.58,66,100,16.87
374,Coahuayana,MX,2021-12-10 02:50:19,18.7333,-103.6833,73.6,91,72,2.48
375,Olavarria,AR,2021-12-10 02:50:23,-36.8927,-60.3225,67.01,82,100,5.37
376,Catina,IT,2021-12-10 02:50:27,37.5021,15.0872,50.0,74,0,5.99
377,Requena,ES,2021-12-10 02:50:28,39.4883,-1.1004,50.86,83,23,24.56
378,Puri,IN,2021-12-10 02:50:37,19.8,85.85,73.38,76,0,7.65
379,Dongsheng,CN,2021-12-10 02:50:47,39.8161,109.9776,33.75,35,100,4.16
380,Oum Hadjer,TD,2021-12-10 02:50:48,13.2954,19.6966,71.65,17,0,9.48
381,Butembo,CD,2021-12-10 02:50:49,0.15,29.2833,56.28,93,15,3.13
382,Zhangye,CN,2021-12-10 02:50:53,38.9342,100.4517,32.97,40,79,4.14
383,Mali,GN,2021-12-10 02:50:55,12.079,-12.2982,60.82,27,8,3.69
384,Arlit,NE,2021-12-10 02:50:57,18.7369,7.3853,63.23,13,100,4.0
385,Znamenskoye,RU,2021-12-10 02:51:00,57.1281,73.8282,17.78,90,100,6.91
386,Ancud,CL,2021-12-10 02:46:32,-41.8697,-73.8203,60.33,92,0,3.91
387,Maputo,MZ,2021-12-10 02:48:15,-25.9653,32.5892,76.23,93,40,1.01
388,Copperas Cove,US,2021-12-10 02:51:01,31.1241,-97.9031,70.47,84,1,10.36
389,Buedu,SL,2021-12-10 02:51:07,8.2803,-10.3719,67.32,67,10,0.69
390,Ramgarh,IN,2021-12-10 02:51:12,23.6333,85.5167,66.25,54,1,3.22
391,Valdez,EC,2021-12-10 02:51:13,1.2492,-78.9831,76.87,87,99,8.84
392,Half Moon Bay,US,2021-12-10 02:51:14,37.4636,-122.4286,52.83,78,1,1.01
393,Tukrah,LY,2021-12-10 02:51:15,32.5341,20.5791,56.34,49,0,14.16
394,Sobolevo,RU,2021-12-10 02:51:17,54.4299,31.8996,24.39,93,100,11.99
395,Inhambane,MZ,2021-12-10 02:51:23,-23.865,35.3833,75.88,90,20,6.38
396,Yishui,CN,2021-12-10 02:51:27,35.7847,118.6281,49.41,54,6,1.72
397,Bushehr,IR,2021-12-10 02:51:30,28.9684,50.8385,62.69,72,8,4.61
398,Manakara,MG,2021-12-10 02:51:32,-22.1333,48.0167,74.64,84,96,4.23
399,Aklavik,CA,2021-12-10 02:51:33,68.2191,-135.0107,2.23,99,43,7.65
400,Kokstad,ZA,2021-12-10 02:51:35,-30.5472,29.4241,56.61,86,77,4.59
401,Santa Fe,AR,2021-12-10 02:50:09,-31.6333,-60.7,77.99,67,96,1.01
402,Juneau,US,2021-12-10 02:51:37,58.3019,-134.4197,35.6,95,90,6.91
403,Honiara,SB,2021-12-10 02:51:01,-9.4333,159.95,86.7,72,79,4.38
404,Baleshwar,IN,2021-12-10 02:51:41,21.4942,86.9317,73.08,70,64,3.4
405,Delano,US,2021-12-10 02:51:43,35.7688,-119.247,52.38,81,90,0.0
406,Ballarat,AU,2021-12-10 02:51:17,-37.5662,143.8496,63.5,52,86,9.53
407,Kikwit,CD,2021-12-10 02:51:46,-5.041,18.8162,68.65,98,77,1.54
408,Victoria,HK,2021-12-10 02:51:16,22.2855,114.1577,74.25,68,1,1.01
409,Yarada,IN,2021-12-10 02:51:46,17.65,83.2667,77.32,61,20,8.05
410,Zhangzhou,CN,2021-12-10 02:51:47,24.5133,117.6556,71.53,45,0,1.61
411,Margate,GB,2021-12-10 02:51:53,51.3813,1.3862,46.96,94,100,1.01
412,Burnie,AU,2021-12-10 02:51:57,-41.0667,145.9167,64.92,63,64,10.16
413,Safita,SY,2021-12-10 02:52:00,34.8205,36.1153,46.38,79,4,7.43
414,Lompoc,US,2021-12-10 02:47:33,34.6391,-120.4579,53.42,76,1,11.5
415,Tranas,SE,2021-12-10 02:52:07,58.0372,14.9782,31.6,98,100,5.57
416,Chicama,PE,2021-12-10 02:52:17,-7.8447,-79.1469,69.13,77,100,3.38
417,High Level,CA,2021-12-10 02:52:23,58.5169,-117.136,6.91,85,1,2.3
418,Mayumba,GA,2021-12-10 02:53:26,-3.432,10.6554,77.13,92,92,5.14
419,Kayerkan,RU,2021-12-10 02:53:27,69.3497,87.7602,-27.74,100,71,1.39
420,Salamanca,ES,2021-12-10 02:53:37,40.8333,-6.0,48.74,93,100,15.73
421,Riyadh,SA,2021-12-10 02:53:43,24.6877,46.7219,53.74,47,23,7.76
422,Imbituba,BR,2021-12-10 02:51:09,-28.24,-48.6703,68.83,81,81,5.08
423,Hovd,MN,2021-12-10 02:53:48,48.0056,91.6419,10.17,68,11,4.5
424,Khandyga,RU,2021-12-10 02:53:53,62.6667,135.6,-10.12,95,100,3.65
425,Madimba,TZ,2021-12-10 02:53:55,-10.4,40.3333,79.27,73,75,5.3
426,Hohhot,CN,2021-12-10 02:53:57,40.8106,111.6522,23.29,80,100,4.47
427,La Presa,US,2021-12-10 02:53:58,32.7081,-116.9973,57.96,91,90,1.01
428,Katunino,RU,2021-12-10 02:53:58,64.3862,40.6298,-2.31,96,97,5.46
429,Cockburn Town,TC,2021-12-10 02:54:00,21.4612,-71.1419,79.59,71,1,17.27
430,Adrar,MR,2021-12-10 02:54:01,20.5022,-10.0711,64.45,14,100,10.87
431,Kismayo,SO,2021-12-10 02:54:02,-0.3582,42.5454,79.74,74,74,11.56
432,Celestun,MX,2021-12-10 02:54:07,20.8667,-90.4,76.66,73,100,10.49
433,Charagua,BO,2021-12-10 02:54:17,-19.8,-63.2167,74.48,60,47,0.67
434,Palasa,IN,2021-12-10 02:54:23,18.7667,84.4167,73.15,76,0,7.7
435,Devrek,TR,2021-12-10 02:54:27,41.2192,31.9558,46.65,72,0,6.64
436,Constitucion,CL,2021-12-10 02:54:27,-35.3333,-72.4167,55.72,93,8,0.11
437,Mahanoro,MG,2021-12-10 02:54:32,-19.9,48.8,76.91,75,87,2.04
438,Mega,ET,2021-12-10 02:54:32,4.05,38.3,57.69,54,5,9.89
439,Pak Phanang,TH,2021-12-10 02:54:37,8.3511,100.202,85.03,74,43,9.24
440,Ararat,AM,2021-12-10 02:54:38,39.8317,44.7049,32.34,72,23,3.31
441,Motygino,RU,2021-12-10 02:54:40,58.1831,94.7592,7.0,92,100,12.82
442,Evensk,RU,2021-12-10 02:54:42,61.95,159.2333,-25.98,82,5,5.46
443,Matara,LK,2021-12-10 02:54:42,5.9485,80.5353,79.9,71,100,9.84
444,Puerto Escondido,MX,2021-12-10 02:54:43,15.85,-97.0667,79.41,78,88,5.19
445,Cali,CO,2021-12-10 02:49:52,3.4372,-76.5225,71.6,83,75,6.91
446,Mokhsogollokh,RU,2021-12-10 02:54:43,61.4681,128.9203,-11.78,98,89,2.62
447,Tabuk,PH,2021-12-10 02:54:45,17.4189,121.4443,76.84,67,60,5.61
448,Karhal,IN,2021-12-10 02:54:46,27.0003,78.9414,60.66,48,0,4.23
449,Pemangkat,ID,2021-12-10 02:54:47,1.1667,108.9667,82.74,76,100,8.08
450,Yevsino,RU,2021-12-10 02:54:47,54.4172,83.3222,5.16,95,100,12.8
451,Nyakabindi,TZ,2021-12-10 02:54:53,-2.6333,33.9833,65.37,88,100,3.83
452,Hualmay,PE,2021-12-10 02:54:57,-11.0964,-77.6139,66.85,85,96,7.47
453,Price,US,2021-12-10 02:55:01,39.5994,-110.8107,39.11,86,90,12.66
454,Mackay,AU,2021-12-10 02:55:02,-21.15,149.2,91.69,62,71,13.8
455,Itarema,BR,2021-12-10 02:55:08,-2.9248,-39.9167,80.49,80,41,13.0
456,Biltine,TD,2021-12-10 02:55:12,14.5333,20.9167,68.34,13,0,9.78
457,Bosaso,SO,2021-12-10 02:55:13,11.2842,49.1816,72.43,71,5,3.56
458,Mitzic,GA,2021-12-10 02:55:13,0.7821,11.549,68.83,96,33,1.77
459,Guane,CU,2021-12-10 02:55:14,22.2025,-84.0875,72.64,83,2,4.72
460,Kodiak,US,2021-12-10 02:52:31,57.79,-152.4072,36.91,65,75,4.61
461,Bonthe,SL,2021-12-10 02:55:15,7.5264,-12.505,78.78,83,49,1.21
462,Urumqi,CN,2021-12-10 02:55:17,43.801,87.6005,14.95,86,75,4.47
463,Turayf,SA,2021-12-10 02:55:20,31.6725,38.6637,41.25,93,0,8.05
464,Frankfort,ZA,2021-12-10 02:55:23,-27.2667,28.4833,59.56,74,51,1.99
465,General Roca,AR,2021-12-10 02:55:24,-39.0333,-67.5833,68.4,37,0,7.83
466,Uruzgan,AF,2021-12-10 02:56:26,32.8333,66.0,38.25,14,0,5.39
467,Andenes,NO,2021-12-10 02:56:27,69.3143,16.1194,24.78,80,74,11.5
468,Tura,IN,2021-12-10 02:56:33,25.5198,90.2201,71.74,64,0,1.92
469,Oyon,PE,2021-12-10 02:56:34,-10.6681,-76.7731,50.25,86,100,2.62
470,Roald,NO,2021-12-10 02:56:38,62.5833,6.1333,39.34,52,8,17.27
471,Praia,CV,2021-12-10 02:56:38,14.9215,-23.5087,72.14,78,20,19.57
472,Panguna,PG,2021-12-10 02:56:41,-6.3164,155.4848,78.55,77,100,2.8
473,Nemuro,JP,2021-12-10 02:56:47,43.3236,145.575,39.63,68,4,8.1
474,Bobrovytsya,UA,2021-12-10 02:56:48,50.75,31.3833,40.89,98,100,8.57
475,Boa Vista,BR,2021-12-10 02:56:51,2.8197,-60.6733,80.58,83,40,2.3
476,Iqaluit,CA,2021-12-10 02:56:51,63.7506,-68.5145,4.73,72,75,8.05
477,Reconquista,AR,2021-12-10 02:56:53,-29.15,-59.65,71.11,33,3,7.11
478,Tiarei,PF,2021-12-10 02:56:54,-17.5333,-149.3333,84.22,66,11,10.74
479,Phan Thiet,VN,2021-12-10 02:56:55,10.9333,108.1,80.13,60,42,6.13
480,Talara,PE,2021-12-10 02:56:57,-4.5772,-81.2719,67.5,85,100,10.38
481,Cervo,ES,2021-12-10 02:56:58,43.6702,-7.4101,59.2,90,100,25.59
482,Mizdah,LY,2021-12-10 02:57:01,31.4451,12.9801,43.45,67,0,6.85
483,Lavrentiya,RU,2021-12-10 02:57:01,65.5833,-171.0,-6.36,83,84,10.0
484,Libertador General San Martin,AR,2021-12-10 02:57:02,-23.8064,-64.7876,76.98,76,100,3.49
485,Cayenne,GF,2021-12-10 02:57:07,4.9333,-52.3333,81.09,86,90,5.01
486,Aykhal,RU,2021-12-10 02:57:08,66.0,111.5,-11.69,97,100,13.06
487,Eyl,SO,2021-12-10 02:57:12,7.9803,49.8164,72.84,71,24,17.16
488,Ugoofaaru,MV,2021-12-10 02:57:13,5.6667,73.0,80.64,80,90,9.1
489,Qaanaaq,GL,2021-12-10 02:57:13,77.484,-69.3632,-1.35,78,34,8.37
490,Abalak,RU,2021-12-10 02:57:14,58.1286,68.5944,17.02,75,100,9.73
491,The Pas,CA,2021-12-10 02:57:15,53.8251,-101.2541,17.62,86,75,8.05
492,Belaya Gora,RU,2021-12-10 02:57:17,68.5333,146.4167,-42.7,99,90,2.28
493,Chernyshevskiy,RU,2021-12-10 02:57:24,63.0128,112.4714,-2.7,95,100,8.81
494,Ekhabi,RU,2021-12-10 02:57:27,53.5102,142.9671,26.69,89,100,8.34
495,Bowen,AU,2021-12-10 02:57:31,-20.0167,148.2333,91.62,63,64,11.88
496,Montego Bay,JM,2021-12-10 02:57:33,18.4712,-77.9188,78.6,78,20,4.61
497,San Quintin,MX,2021-12-10 02:57:33,30.4833,-115.95,59.56,85,93,7.27
498,Umm Lajj,SA,2021-12-10 02:57:37,25.0213,37.2685,75.4,26,4,10.8
499,Davila,PH,2021-12-10 02:57:38,18.4726,120.5763,84.18,63,44,23.09
500,Wattegama,LK,2021-12-10 02:57:40,6.7989,81.4808,80.17,74,92,7.4
501,Fairlie,GB,2021-12-10 02:57:41,55.756,-4.8556,41.0,88,23,19.08
502,Tilichiki,RU,2021-12-10 02:57:42,60.4667,166.1,-16.1,87,10,7.23
503,Palo Negro,VE,2021-12-10 02:57:43,10.1739,-67.5419,70.14,94,91,3.98
504,Ozernovskiy,RU,2021-12-10 02:57:44,51.5,156.5167,35.65,93,98,15.9
505,Saldanha,ZA,2021-12-10 02:57:46,-33.0117,17.9442,60.85,96,29,0.98
506,Bambous Virieux,MU,2021-12-10 02:57:46,-20.3428,57.7575,77.22,94,40,5.75
507,Izberbash,RU,2021-12-10 02:57:47,42.5696,47.8645,51.85,83,55,4.45
508,Harper,LR,2021-12-10 02:57:52,4.375,-7.7169,79.16,86,56,8.59
509,The Valley,AI,2021-12-10 02:57:53,18.217,-63.0578,80.1,72,2,19.84
510,Semporna,MY,2021-12-10 02:58:54,4.4818,118.6112,82.6,82,100,11.34
511,Caravelas,BR,2021-12-10 02:58:54,-17.7125,-39.2481,72.03,97,100,3.38
512,Termoli,IT,2021-12-10 02:58:54,41.9888,14.9895,45.01,80,62,12.53
513,Sindgi,IN,2021-12-10 02:58:58,16.9167,76.2333,73.45,71,31,10.94
514,Russell,US,2021-12-10 02:58:59,32.3502,-85.1999,54.97,91,82,4.65
515,Lawton,US,2021-12-10 02:59:08,34.6087,-98.3903,60.42,39,10,7.0
516,Geraldton,AU,2021-12-10 02:59:11,-28.7667,114.6,77.13,57,90,13.8
517,Dubrovnik,HR,2021-12-10 02:58:44,42.6481,18.0922,46.04,81,75,11.5
518,Agadez,NE,2021-12-10 02:59:12,19.75,10.25,58.37,16,87,5.1
519,Tsogni,GA,2021-12-10 02:59:12,-2.7942,10.0988,76.46,92,100,4.07
520,Pangnirtung,CA,2021-12-10 02:59:13,66.1451,-65.7125,-6.03,92,100,3.15
521,Camacupa,AO,2021-12-10 02:59:13,-12.0167,17.4833,59.43,97,100,0.54
522,Hinton,CA,2021-12-10 02:59:14,53.4001,-117.5857,19.44,70,96,7.45
523,Hirara,JP,2021-12-10 02:59:15,24.8,125.2833,75.47,60,75,14.97
524,Atambua,ID,2021-12-10 02:59:15,-9.1061,124.8925,85.41,63,34,3.78
525,Rio Grande,BR,2021-12-10 02:59:16,-32.035,-52.0986,65.95,67,6,13.62
526,Atar,MR,2021-12-10 02:59:17,20.5169,-13.0499,63.1,14,99,10.27
527,Noyabrsk,RU,2021-12-10 02:59:17,63.1994,75.4507,0.45,96,96,9.08
528,Pierre,US,2021-12-10 02:59:17,44.3683,-100.351,40.05,57,100,8.01
529,Smyrna,US,2021-12-10 02:55:41,33.884,-84.5144,49.62,85,90,1.01
530,Melfi,IT,2021-12-10 02:59:19,40.9965,15.6514,41.49,91,100,5.08
531,Asyut,EG,2021-12-10 02:59:19,27.181,31.1837,56.89,53,100,4.9
532,Barcelos,PT,2021-12-10 02:57:09,41.5388,-8.6151,55.54,96,100,10.76
533,Malkangiri,IN,2021-12-10 02:59:24,18.35,81.9,75.22,77,31,1.21
534,Taoudenni,ML,2021-12-10 02:59:26,22.6783,-3.9836,65.44,12,100,12.53
535,Dargaville,NZ,2021-12-10 02:59:27,-35.9333,173.8833,75.45,63,22,8.16
536,Hudson Bay,CA,2021-12-10 02:56:00,52.85,-102.3842,7.43,96,25,5.77
537,Sabla,NG,2021-12-10 02:59:28,12.7525,4.7077,65.68,16,15,10.29
538,Igarka,RU,2021-12-10 02:59:32,67.4667,86.5833,-20.85,97,7,8.12
539,Wau,SS,2021-12-10 02:59:32,7.7029,27.9953,72.32,32,71,4.94
540,Goure,NE,2021-12-10 02:59:33,13.9835,10.2704,69.03,14,0,9.78
541,Ometepec,MX,2021-12-10 02:59:33,16.6833,-98.4167,71.64,86,36,1.86
542,Temir,KZ,2021-12-10 02:59:37,49.1414,57.13,27.63,57,100,15.43
543,Mirabela,BR,2021-12-10 02:59:39,-16.2628,-44.1644,68.25,99,55,3.09
544,Shelburne,CA,2021-12-10 02:56:14,44.0787,-80.2041,28.29,96,100,13.13
545,Rovaniemi,FI,2021-12-10 02:59:39,66.5,25.7167,13.41,85,75,12.66
546,Castro Marim,PT,2021-12-10 02:59:39,37.2207,-7.4435,53.58,88,7,8.21
547,Ponta Delgada,PT,2021-12-10 02:59:42,37.7333,-25.6667,58.5,82,40,4.61
548,Auch,FR,2021-12-10 02:59:46,43.65,0.5833,55.26,99,100,11.99
549,Acarau,BR,2021-12-10 02:59:47,-2.8856,-40.12,80.49,80,49,12.93
550,Koslan,RU,2021-12-10 02:59:53,63.4564,48.8989,-6.09,100,98,4.99
551,Brookhaven,US,2021-12-10 02:57:45,31.5791,-90.4407,68.95,97,100,6.73
552,Butare,RW,2021-12-10 02:59:54,-2.5967,29.7394,55.44,94,42,2.62
553,Klyuchevskiy,RU,2021-12-10 02:59:56,53.5317,119.4519,9.14,81,99,1.95
554,Bako,ET,2021-12-10 02:59:57,5.7833,36.5667,63.82,53,16,4.45
555,Port Macquarie,AU,2021-12-10 02:59:31,-31.4333,152.9167,83.89,35,0,2.75
556,Pyaozerskiy,RU,2021-12-10 03:00:58,65.8333,31.1667,6.03,94,78,5.79
557,Merta,IN,2021-12-10 03:00:58,26.65,74.0333,58.84,38,0,5.06
558,Sioux Lookout,CA,2021-12-10 03:01:07,50.1001,-91.917,16.38,91,100,9.51
559,Touros,BR,2021-12-10 03:01:08,-5.1989,-35.4608,80.31,78,100,13.58
560,Vangaindrano,MG,2021-12-10 03:01:09,-23.35,47.6,74.59,86,80,4.18
561,Plettenberg Bay,ZA,2021-12-10 03:01:09,-34.0527,23.3716,65.17,96,93,3.47
562,Omsukchan,RU,2021-12-10 03:01:12,62.5333,155.8,-28.19,84,3,2.21
563,Leopold,AU,2021-12-10 03:01:13,-38.1833,144.4667,66.96,60,40,21.85
564,Ahipara,NZ,2021-12-10 03:01:13,-35.1667,173.1667,73.58,58,71,4.41
565,Xining,CN,2021-12-10 03:01:14,36.6167,101.7667,29.98,52,100,2.62
566,Kasongo-Lunda,CD,2021-12-10 03:01:14,-6.4667,16.8167,68.85,99,100,1.32
567,Analipsis,GR,2021-12-10 03:01:15,35.3167,25.5667,65.1,77,41,13.6
568,Denpasar,ID,2021-12-10 02:57:02,-8.65,115.2167,87.46,70,40,11.5
569,Saint-Pierre,RE,2021-12-10 03:01:18,-21.3393,55.4781,78.44,73,0,4.61
570,Pavlodar,KZ,2021-12-10 03:01:22,52.3,76.95,15.6,73,75,8.95
571,Turan,VN,2021-12-10 02:59:39,16.0678,108.2208,80.58,65,40,3.44
572,Puerto Colombia,CO,2021-12-10 03:01:23,10.9878,-74.9547,81.3,77,6,28.86
573,Mar Del Plata,AR,2021-12-10 03:01:23,-38.0023,-57.5575,68.09,90,100,5.99
574,Cap Malheureux,MU,2021-12-10 03:01:24,-19.9842,57.6142,78.48,72,55,1.99
575,Whitehorse,CA,2021-12-10 02:59:19,60.7161,-135.0538,7.02,91,75,28.01
576,Leon,MX,2021-12-10 02:57:21,21.1167,-101.6667,61.03,26,33,2.91
577,Naron,ES,2021-12-10 03:01:24,43.5167,-8.1528,59.04,95,100,17.63
578,Yabassi,CM,2021-12-10 03:01:25,4.457,9.9682,75.22,96,66,1.52
579,Hobyo,SO,2021-12-10 03:01:26,5.3505,48.5268,76.8,70,38,18.14
580,Qaqortoq,GL,2021-12-10 03:01:27,60.7167,-46.0333,23.5,91,55,7.63
581,Batagay-Alyta,RU,2021-12-10 03:01:28,67.8006,130.4114,-35.55,91,81,2.55
582,Komatipoort,ZA,2021-12-10 03:01:31,-25.4332,31.9548,69.04,73,85,2.73
583,Dahuk,IQ,2021-12-10 02:58:22,36.8695,42.994,45.86,76,12,3.0
